302,2500
303,2500
304,2500
305,2500
306,2498
307,2500
308,2500
309,2500
310,2498
311,2498
312,2498
313,2496
314,2496
315,2498
316,2498
317,2500
318,2500
319,2496
320,2494
321,2496
322,2498
323,2500
324,2498
325,2498
326,2498
327,2500
328,2500
329,2500
330,2490
331,2492
332,2490
333,2494
334,2496
335,2496
336,2500
337,2500
338,2498
339,2500
340,2500
341,2500
342,2500
343,2500
344,2500
345,2498
346,2496
347,2494
348,2498
349,2496
350,2496
351,2498
352,2500
353,2500
354,2500
355,2498
356,2498
357,2492
358,2498
359,2496
360,2498
361,2500
362,2498
363,2500
364,2500
365,2498
366,2496
367,2498
368,2496
369,2496
370,2496
371,2498
372,2498
373,2496
374,2496
375,2498
376,2500
377,2500
378,2500
379,2500
380,2498
381,2496
382,2496
383,2496
384,2500
385,2498
386,2498
387,2500
388,2500
389,2498
390,2500
391,2500
392,2498
393,2498
394,2500
395,2500
396,2500
397,2500
398,2498
399,2498
400,2496
401,2498
402,2496
403,2498
404,2500
405,2498
406,2498
407,2500
408,2498
409,2500
410,2500
411,2498
412,2498
413,2496
414,2500
415,2496
416,2498
417,2496
418,2498
419,2500
420,2498
421,2492
422,2496
423,2496
424,2494
425,2498
426,2500
427,2500
428,2500
429,2500
430,2500
431,2496
432,2498
433,2500
434,2500
435,2500
436,2500
437,2500
438,2500
439,2500
440,2500
441,2500
442,2500
443,2500
444,2500
445,2498
446,2496
447,2498
448,2500
449,2500
450,2494
451,2498
452,2496
453,2494
454,2496
455,2500
456,2500
457,2500
458,2498
459,2500
460,2500
461,2498
462,2498
463,2496
464,2498
465,2500
466,2500
467,2500
468,2500
469,2496
470,2496
471,2500
472,2496
473,2498
474,2498
475,2500
476,2500
477,2500
478,2500
479,2498
480,2500
481,2496
482,2498
483,2496
484,2498
485,2498
486,2498
487,2496
488,2498
489,2500
490,2498
491,2500
492,2498
493,2500
494,2500
495,2492
496,2496
497,2494
498,2496
499,2498
500,2498
501,2498
502,2500
503,2500
504,2498
505,2498
506,2500
507,2500
508,2500
509,2496
510,2494
511,2494
512,2496
513,2500
514,2496
515,2496
516,2496
517,2498
518,2498
519,2500
520,2500
521,2498
522,2498
523,2498
524,2498
525,2498
526,2494
527,2500
528,2500
529,2498
530,2500
531,2498
532,2500
533,2498
534,2500
535,2498
536,2498
537,2498
538,2496
539,2500
540,2500
541,2498
542,2498
543,2498
544,2500
545,2496
546,2494
547,2496
548,2498
549,2498
550,2500
551,2500
552,2500
553,2500
554,2498
555,2498
556,2498
557,2498
558,2500
559,2500
560,2498
561,2498
562,2496
563,2498
564,2500
565,2498
566,2498
567,2500
568,2500
569,2496
570,2496
571,2500
572,2500
573,2500
574,2498
575,2500
576,2498
577,2498
578,2498
579,2500
580,2496
581,2494
582,2496
583,2498
584,2496
585,2498
586,2496
587,2498
588,2496
589,2496
590,2498
591,2498
592,2500
593,2498
594,2500
595,2500
596,2500
597,2500
598,2500
599,2500
600,2500
601,2500
602,2500
603,2500
604,2500
605,2500
606,2500
607,2500
608,2500
609,2500
610,2500
611,2500
612,2496
613,2498
614,2496
615,2498
616,2496
617,2496
618,2500
619,2500
620,2498
621,2500
622,2496
623,2496
624,2498
625,2498
626,2500
627,2496
628,2500
629,2500
630,2498
631,2498
632,2500
633,2500
634,2500
635,2500
636,2496
637,2498
638,2494
639,2500
640,2500
641,2498
642,2500
643,2498
644,2500
645,2500
646,2500
647,2500
648,2500
649,2496
650,2498
651,2498
652,2500
653,2496
654,2494
655,2496
656,2494
657,2496
658,2498
659,2496
660,2498
661,2496
662,2496
663,2498
664,2500
665,2500
666,2500
667,2500
668,2500
669,2498
670,2498
671,2498
672,2498
673,2498
674,2498
675,2500
676,2500
677,2500
678,2500
679,2498
680,2496
681,2496
682,2498
683,2498
684,2500
685,2498
686,2498
687,2496
688,2496
689,2498
690,2498
691,2498
692,2500
693,2498
694,2500
695,2498
696,2500
697,2500
698,2500
699,2500
700,2500
701,2500
702,2500
703,2496
704,2498
705,2496
706,2498
707,2500
708,2498
709,2498
710,2496
711,2496
712,2496
713,2500
714,2500
715,2500
716,2500
717,2498
718,2500
719,2496
720,2498
721,2500
722,2500
723,2500
724,2500
725,2500
726,2498
727,2498
728,2494
729,2500
730,2500
731,2500
732,2500
733,2498
734,2496
735,2492
736,2494
737,2496
738,2496
739,2498
740,2498
741,2498
742,2500
743,2500
744,2500
745,2498
746,2500
747,2496
748,2496
749,2496
750,2494
751,2494
752,2496
753,2496
754,2496
755,2500
756,2500
757,2500
758,2500
759,2496
760,2496
761,2498
762,2496
763,2496
764,2498
765,2498
766,2500
767,2496
768,2498
769,2498
770,2500
771,2500
772,2498
773,2500
774,2498
775,2498
776,2498
777,2500
778,2500
779,2500
780,2498
781,2500
782,2498
783,2498
784,2494
785,2494
786,2498
787,2496
788,2500
789,2494
790,2498
791,2500
792,2500
793,2498
794,2494
795,2498
796,2500
797,2500
798,2500
799,2498
800,2496
801,2498
802,2498
803,2498
804,2498
805,2500
806,2498
807,2498
808,2500
809,2498
810,2500
811,2500
812,2498
813,2500
814,2500
815,2500
816,2500
817,2496
818,2500
819,2500
820,2498
821,2500
822,2498
823,2500
824,2500
825,2500
826,2500
827,2500
828,2500
829,2498
830,2500
831,2500
832,2500
833,2500
834,2500
835,2500
836,2498
837,2498
838,2496
839,2496
840,2492
841,2498
842,2496
843,2498
844,2496
845,2494
846,2498
847,2498
848,2498
849,2500
850,2500
851,2500
852,2500
853,2498
854,2500
855,2498
856,2500
857,2498
858,2500
859,2500
860,2500
861,2496
862,2494
863,2500
864,2500
865,2500
866,2500
867,2500
868,2498
869,2496
870,2496
871,2494
872,2496
873,2496
874,2494
875,2496
876,2498
877,2498
878,2500
879,2496
880,2496
881,2500
882,2498
883,2496
884,2498
885,2500
886,2500
887,2500
888,2496
889,2494
890,2496
891,2498
892,2500
893,2500
894,2500
895,2500
896,2500
897,2498
898,2500
899,2500
900,2500
901,2500
902,2498
903,2500
904,2500
905,2500
906,2496
907,2496
908,2496
909,2498
910,2498
911,2496
912,2498
913,2496
914,2498
915,2500
916,2500
917,2500
918,2494
919,2496
920,2496
921,2498
922,2494
923,2490
924,2496
925,2496
926,2498
927,2498
928,2500
929,2500
930,2498
931,2498
932,2500
933,2496
934,2498
935,2500
936,2500
937,2498
938,2500
939,2498
940,2500
941,2500
942,2500
943,2500
944,2498
945,2496
946,2498
947,2498
948,2498
949,2500
950,2500
951,2500
952,2500
953,2500
954,2496
955,2498
956,2500
957,2500
958,2500
959,2500
960,2498
961,2498
962,2498
963,2498
964,2500
965,2500
966,2500
967,2500
968,2500
969,2498
970,2500
971,2496
972,2498
973,2498
974,2498
975,2500
976,2498
977,2500
978,2500
979,2498
980,2498
981,2498
982,2500
983,2500
984,2498
985,2492
986,2498
987,2500
988,2500
989,2496
990,2498
991,2498
992,2500
993,2496
994,2498
995,2496
996,2500
997,2498
998,2498
999,2496
