0,2500
1,2496
2,2494
3,2498
4,2498
5,2500
6,2500
7,2498
8,2500
9,2498
10,2500
11,2498
12,2496
13,2498
14,2496
15,2498
16,2498
17,2500
18,2500
19,2500
20,2500
21,2500
22,2498
23,2494
24,2496
25,2494
26,2494
27,2492
28,2496
29,2498
30,2498
31,2496
32,2494
33,2492
34,2494
35,2496
36,2498
37,2500
38,2500
39,2500
40,2500
41,2498
42,2500
43,2500
44,2498
45,2496
46,2496
47,2498
48,2498
49,2498
50,2494
51,2496
52,2496
53,2498
54,2496
55,2500
56,2496
57,2496
58,2498
59,2498
60,2500
61,2498
62,2496
63,2500
64,2500
65,2500
66,2500
67,2500
68,2500
69,2500
70,2492
71,2498
72,2500
73,2500
74,2498
75,2496
76,2494
77,2494
78,2494
79,2500
80,2494
81,2498
82,2498
83,2498
84,2498
85,2498
86,2500
87,2500
88,2500
89,2496
90,2496
91,2496
92,2496
93,2494
94,2500
95,2498
96,2498
97,2500
98,2500
99,2500
100,2496
101,2500
102,2498
103,2496
104,2498
105,2500
106,2500
107,2500
108,2498
109,2496
110,2500
111,2498
112,2500
113,2500
114,2498
115,2496
116,2494
117,2498
118,2498
119,2500
120,2498
121,2496
122,2500
123,2500
124,2500
125,2498
126,2500
127,2498
128,2500
129,2498
130,2498
131,2500
132,2500
133,2500
134,2500
135,2500
136,2498
137,2500
138,2494
139,2498
140,2500
141,2498
142,2498
143,2500
144,2500
145,2500
146,2500
147,2500
148,2500
149,2498
150,2498
151,2500
152,2498
153,2498
154,2498
155,2500
156,2500
157,2500
158,2500
159,2500
160,2500
161,2500
162,2500
163,2498
164,2500
165,2500
166,2496
167,2490
168,2496
169,2496
170,2498
171,2496
172,2498
173,2494
174,2500
175,2500
176,2500
177,2498
178,2498
179,2500
180,2500
181,2500
182,2500
183,2500
184,2500
185,2496
186,2498
187,2496
188,2496
189,2496
190,2498
191,2496
192,2500
193,2500
194,2500
195,2500
196,2498
197,2496
198,2494
199,2496
200,2500
201,2500
202,2500
203,2498
204,2498
205,2500
206,2500
207,2500
208,2498
209,2498
210,2498
211,2500
212,2498
213,2496
214,2498
215,2494
216,2494
217,2496
218,2498
219,2500
220,2498
221,2500
222,2498
223,2498
224,2498
225,2498
226,2500
227,2498
228,2498
229,2498
230,2500
231,2500
232,2500
233,2498
234,2498
235,2496
236,2500
237,2496
238,2494
239,2492
240,2492
241,2492
242,2500
243,2498
244,2500
245,2498
246,2500
247,2498
248,2500
249,2500
250,2500
251,2500
252,2500
253,2500
254,2496
255,2494
256,2494
257,2498
258,2500
259,2500
260,2500
261,2500
262,2498
263,2498
264,2498
265,2498
266,2500
267,2500
268,2498
269,2498
270,2500
271,2498
272,2500
273,2496
274,2496
275,2498
276,2500
277,2500
278,2494
279,2498
280,2496
281,2500
282,2500
283,2500
284,2498
285,2498
286,2496
287,2500
288,2500
289,2500
290,2498
291,2498
292,2500
293,2500
294,2498
295,2496
296,2498
297,2500
298,2498
299,2500
300,2500
301,2500
